holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date,time,traffic_volume
None,282.15,0,0,40,Clouds,scattered clouds,5/16/2014,11:00:00 AM,5379
None,283.2,0,0,48,Clouds,scattered clouds,5/16/2014,12:00:00 PM,5669
None,283.54,0,0,48,Clouds,scattered clouds,5/16/2014,1:00:00 PM,5482
None,284.06,0,0,48,Clouds,scattered clouds,5/16/2014,2:00:00 PM,5860
None,284.5,0,0,90,Clouds,overcast clouds,5/16/2014,3:00:00 PM,6154
None,284.68,0,0,48,Clouds,scattered clouds,5/16/2014,4:00:00 PM,6361
None,285.06,0,0,48,Clouds,scattered clouds,5/16/2014,5:00:00 PM,6185
None,285.07,0,0,56,Clouds,broken clouds,5/16/2014,6:00:00 PM,5254
None,284.66,0,0,56,Clouds,broken clouds,5/16/2014,7:00:00 PM,3984
None,284.17,0,0,56,Clouds,broken clouds,5/16/2014,8:00:00 PM,3117
None,283.4,0,0,90,Clouds,overcast clouds,5/16/2014,9:00:00 PM,2984
None,282.2,0,0,75,Clouds,broken clouds,5/16/2014,10:00:00 PM,2897
None,281.13,0,0,75,Clouds,broken clouds,5/16/2014,11:00:00 PM,2282
None,279.47,0,0,1,Clear,sky is clear,5/17/2014,12:00:00 AM,1304
None,278.79,0,0,40,Clouds,scattered clouds,5/17/2014,1:00:00 AM,835
None,278.57,0,0,40,Clouds,scattered clouds,5/17/2014,2:00:00 AM,620
None,278.5,0,0,40,Clouds,scattered clouds,5/17/2014,3:00:00 AM,387
None,278.49,0,0,1,Clear,sky is clear,5/17/2014,4:00:00 AM,431
None,278.68,0,0,1,Clear,sky is clear,5/17/2014,5:00:00 AM,876
None,278.66,0,0,1,Clear,sky is clear,5/17/2014,6:00:00 AM,1725
None,279.14,0,0,0,Clear,Sky is Clear,5/17/2014,7:00:00 AM,2499
None,281.63,0,0,1,Clear,sky is clear,5/17/2014,8:00:00 AM,3545
None,284.2,0,0,0,Clear,Sky is Clear,5/17/2014,9:00:00 AM,4045
None,286.77,0,0,0,Clear,Sky is Clear,5/17/2014,10:00:00 AM,4448
None,288.44,0,0,1,Clear,sky is clear,5/17/2014,11:00:00 AM,4854
None,289.76,0,0,1,Clear,sky is clear,5/17/2014,12:00:00 PM,5295
None,290.37,0,0,40,Clouds,scattered clouds,5/17/2014,1:00:00 PM,5001
None,290.83,0,0,0,Haze,haze,5/17/2014,2:00:00 PM,5308
None,291.42,0,0,1,Clear,sky is clear,5/17/2014,3:00:00 PM,5028
None,292.02,0,0,40,Clouds,scattered clouds,5/17/2014,4:00:00 PM,4893
None,292.05,0,0,0,Clear,Sky is Clear,5/17/2014,5:00:00 PM,4906
None,292,0,0,75,Clouds,broken clouds,5/17/2014,6:00:00 PM,4258
None,291.58,0,0,75,Clouds,broken clouds,5/17/2014,7:00:00 PM,3699
None,290.8,0,0,0,Clear,Sky is Clear,5/17/2014,8:00:00 PM,3317
None,288.13,0,0,75,Clouds,broken clouds,5/17/2014,9:00:00 PM,3226
None,286.73,0,0,90,Clouds,overcast clouds,5/17/2014,10:00:00 PM,3061
None,285.45,0,0,75,Clouds,broken clouds,5/17/2014,11:00:00 PM,2473
None,285.11,0,0,32,Clouds,scattered clouds,5/18/2014,12:00:00 AM,1324
None,284.99,0,0,1,Clear,sky is clear,5/18/2014,1:00:00 AM,859
None,284.61,0,0,1,Clear,sky is clear,5/18/2014,2:00:00 AM,614
None,284.15,0,0,1,Clear,sky is clear,5/18/2014,3:00:00 AM,389
None,283.67,0,0,1,Clear,sky is clear,5/18/2014,4:00:00 AM,357
None,283.48,0,0,1,Clear,sky is clear,5/18/2014,5:00:00 AM,595
None,282.97,0,0,1,Clear,sky is clear,5/18/2014,6:00:00 AM,1026
None,284.23,0,0,1,Clear,sky is clear,5/18/2014,7:00:00 AM,1336
None,286.09,0,0,1,Clear,sky is clear,5/18/2014,8:00:00 AM,2217
None,288.33,0,0,1,Clear,sky is clear,5/18/2014,9:00:00 AM,3349
None,291.35,0,0,1,Clear,sky is clear,5/18/2014,10:00:00 AM,4131
None,292.87,0,0,1,Clear,sky is clear,5/18/2014,11:00:00 AM,4351
None,294.01,0,0,0,Haze,haze,5/18/2014,12:00:00 PM,5064
None,294.68,0,0,40,Clouds,scattered clouds,5/18/2014,1:00:00 PM,4879
None,295.12,0,0,40,Clouds,scattered clouds,5/18/2014,2:00:00 PM,4914
None,295.19,0,0,1,Clear,sky is clear,5/18/2014,3:00:00 PM,4786
None,295.16,0,0,40,Clouds,scattered clouds,5/18/2014,4:00:00 PM,4734
None,295.16,0,0,75,Clouds,broken clouds,5/18/2014,5:00:00 PM,4193
None,295.1,0,0,0,Clear,Sky is Clear,5/18/2014,6:00:00 PM,3944
None,294.62,0,0,0,Clear,Sky is Clear,5/18/2014,7:00:00 PM,3457
None,293.39,0,0,1,Clear,sky is clear,5/18/2014,8:00:00 PM,3145
None,291.28,0,0,1,Clear,sky is clear,5/18/2014,9:00:00 PM,2760
None,290.55,0,0,1,Clear,sky is clear,5/18/2014,10:00:00 PM,2002
None,289.72,0,0,1,Clear,sky is clear,5/18/2014,11:00:00 PM,1150
None,289.47,0,0,1,Clear,sky is clear,5/19/2014,12:00:00 AM,585
None,288.58,0,0,1,Clear,sky is clear,5/19/2014,1:00:00 AM,381
None,288.36,0,0,40,Clouds,scattered clouds,5/19/2014,2:00:00 AM,295
None,288.07,0,0,75,Clouds,broken clouds,5/19/2014,3:00:00 AM,402
None,287.6,0,0,75,Clouds,broken clouds,5/19/2014,4:00:00 AM,823
None,287.48,0,0,75,Clouds,broken clouds,5/19/2014,5:00:00 AM,2815
None,287.35,0,0,90,Clouds,overcast clouds,5/19/2014,6:00:00 AM,5814
None,287.32,0,0,88,Clouds,overcast clouds,5/19/2014,7:00:00 AM,5909
None,287.13,0,0,90,Rain,light rain,5/19/2014,8:00:00 AM,6344
None,287.13,0,0,90,Drizzle,light intensity drizzle,5/19/2014,8:00:00 AM,6344
None,286.49,0,0,90,Rain,moderate rain,5/19/2014,9:00:00 AM,4877
None,286.14,0.25,0,92,Rain,moderate rain,5/19/2014,10:00:00 AM,4295
None,286.14,0.25,0,92,Drizzle,light intensity drizzle,5/19/2014,10:00:00 AM,4295
None,286.14,0.25,0,92,Thunderstorm,proximity thunderstorm,5/19/2014,10:00:00 AM,4295
None,284.96,4.45,0,90,Rain,heavy intensity rain,5/19/2014,11:00:00 AM,4170
None,284.96,4.45,0,90,Thunderstorm,proximity thunderstorm,5/19/2014,11:00:00 AM,4170
None,284.96,4.45,0,90,Mist,mist,5/19/2014,11:00:00 AM,4170
None,284.49,5.27,0,92,Rain,heavy intensity rain,5/19/2014,12:00:00 PM,4463
None,284.49,5.27,0,92,Mist,mist,5/19/2014,12:00:00 PM,4463
None,284.49,5.27,0,92,Thunderstorm,proximity thunderstorm,5/19/2014,12:00:00 PM,4463
None,284.31,11.58,0,92,Rain,heavy intensity rain,5/19/2014,1:00:00 PM,4388
None,284.31,11.58,0,92,Thunderstorm,proximity thunderstorm,5/19/2014,1:00:00 PM,4388
None,284.31,11.58,0,92,Mist,mist,5/19/2014,1:00:00 PM,4388
None,284.3,7.02,0,90,Rain,heavy intensity rain,5/19/2014,2:00:00 PM,4922
None,284.3,7.02,0,90,Thunderstorm,proximity thunderstorm,5/19/2014,2:00:00 PM,4922
None,284.3,7.02,0,90,Mist,mist,5/19/2014,2:00:00 PM,4922
None,284.37,3.08,0,92,Rain,moderate rain,5/19/2014,3:00:00 PM,5461
None,284.37,3.08,0,92,Thunderstorm,proximity thunderstorm,5/19/2014,3:00:00 PM,5461
None,284.37,3.08,0,92,Mist,mist,5/19/2014,3:00:00 PM,5461
None,284.32,1.98,0,90,Rain,moderate rain,5/19/2014,4:00:00 PM,6215
None,284.32,1.98,0,90,Mist,mist,5/19/2014,4:00:00 PM,6215
None,284.32,1.98,0,90,Thunderstorm,proximity thunderstorm,5/19/2014,4:00:00 PM,6215
None,284.33,1.47,0,90,Rain,moderate rain,5/19/2014,5:00:00 PM,5794
None,284.36,1.04,0,92,Rain,moderate rain,5/19/2014,6:00:00 PM,4123
None,284.36,1.04,0,92,Mist,mist,5/19/2014,6:00:00 PM,4123
None,284.66,0.44,0,92,Rain,moderate rain,5/19/2014,7:00:00 PM,2923
None,284.66,0.44,0,92,Mist,mist,5/19/2014,7:00:00 PM,2923
None,284.66,0.44,0,92,Drizzle,drizzle,5/19/2014,7:00:00 PM,2923
None,284.82,1.33,0,90,Rain,moderate rain,5/19/2014,8:00:00 PM,2527
None,284.82,1.33,0,90,Mist,mist,5/19/2014,8:00:00 PM,2527
None,284.82,1.33,0,90,Drizzle,drizzle,5/19/2014,8:00:00 PM,2527
None,284.95,0.47,0,68,Rain,moderate rain,5/19/2014,9:00:00 PM,2404
None,284.95,0.47,0,68,Drizzle,light intensity drizzle,5/19/2014,9:00:00 PM,2404
None,284.95,0.47,0,68,Mist,mist,5/19/2014,9:00:00 PM,2404
None,285.1,0.9,0,90,Rain,light rain,5/19/2014,10:00:00 PM,1522
None,285.1,0.9,0,90,Mist,mist,5/19/2014,10:00:00 PM,1522
None,285.1,0.9,0,90,Drizzle,light intensity drizzle,5/19/2014,10:00:00 PM,1522
None,285.28,0.64,0,90,Rain,light rain,5/19/2014,11:00:00 PM,937
None,285.28,0.64,0,90,Mist,mist,5/19/2014,11:00:00 PM,937
None,285.23,0.51,0,90,Rain,light rain,5/20/2014,12:00:00 AM,547
None,285.23,0.51,0,90,Mist,mist,5/20/2014,12:00:00 AM,547
None,285.19,0.25,0,75,Rain,light rain,5/20/2014,1:00:00 AM,320
None,285.19,0.25,0,75,Mist,mist,5/20/2014,1:00:00 AM,320
None,284.68,0.64,0,1,Rain,light rain,5/20/2014,2:00:00 AM,255
None,284.68,0.64,0,1,Mist,mist,5/20/2014,2:00:00 AM,255
None,284.43,0.25,0,75,Rain,light rain,5/20/2014,3:00:00 AM,353
None,284.43,0.25,0,75,Mist,mist,5/20/2014,3:00:00 AM,353
None,284.43,0.25,0,75,Fog,fog,5/20/2014,3:00:00 AM,353
None,284.05,0.25,0,1,Rain,light rain,5/20/2014,4:00:00 AM,807
None,284.05,0.25,0,1,Mist,mist,5/20/2014,4:00:00 AM,807
None,283.79,0.64,0,0,Rain,light rain,5/20/2014,5:00:00 AM,2917
None,283.79,0.64,0,0,Mist,mist,5/20/2014,5:00:00 AM,2917
None,283.79,0.64,0,0,Fog,fog,5/20/2014,5:00:00 AM,2917
None,284.03,0.76,0,90,Rain,light rain,5/20/2014,6:00:00 AM,5874
None,284.03,0.76,0,90,Mist,mist,5/20/2014,6:00:00 AM,5874
None,284.03,0.76,0,90,Fog,fog,5/20/2014,6:00:00 AM,5874
None,284.61,0.51,0,90,Rain,light rain,5/20/2014,7:00:00 AM,6885
None,284.61,0.51,0,90,Mist,mist,5/20/2014,7:00:00 AM,6885
None,284.61,0.51,0,90,Fog,fog,5/20/2014,7:00:00 AM,6885
None,285.45,0.76,0,90,Rain,light rain,5/20/2014,8:00:00 AM,6182
None,285.45,0.76,0,90,Mist,mist,5/20/2014,8:00:00 AM,6182
None,285.45,0.76,0,90,Fog,fog,5/20/2014,8:00:00 AM,6182
None,286.34,0.25,0,90,Rain,light rain,5/20/2014,9:00:00 AM,5181
None,286.34,0.25,0,90,Mist,mist,5/20/2014,9:00:00 AM,5181
None,287.49,0.38,0,92,Rain,light rain,5/20/2014,10:00:00 AM,4614
None,287.49,0.38,0,92,Mist,mist,5/20/2014,10:00:00 AM,4614
None,289.66,0.51,0,92,Rain,light rain,5/20/2014,11:00:00 AM,4861
None,289.66,0.51,0,92,Haze,haze,5/20/2014,11:00:00 AM,4861
None,289.66,0.51,0,92,Mist,mist,5/20/2014,11:00:00 AM,4861
None,291.56,0.25,0,40,Rain,light rain,5/20/2014,12:00:00 PM,4945
None,291.56,0.25,0,40,Haze,haze,5/20/2014,12:00:00 PM,4945
None,292.86,0,0,1,Haze,haze,5/20/2014,1:00:00 PM,5224
None,294.09,0.25,0,92,Rain,light rain,5/20/2014,2:00:00 PM,5523
None,294.09,0.25,0,92,Haze,haze,5/20/2014,2:00:00 PM,5523
None,295.83,0,0,1,Clear,sky is clear,5/20/2014,3:00:00 PM,6021
None,297.33,0,0,1,Clear,sky is clear,5/20/2014,4:00:00 PM,6689
None,298.29,0,0,1,Clear,sky is clear,5/20/2014,5:00:00 PM,6165
None,297.33,0.25,0,40,Rain,light rain,5/20/2014,6:00:00 PM,4573
None,297.06,0,0,92,Clouds,overcast clouds,5/20/2014,7:00:00 PM,3501
None,295.78,0,0,92,Clouds,overcast clouds,5/20/2014,8:00:00 PM,3309
None,293.53,0,0,1,Haze,haze,5/20/2014,9:00:00 PM,2822
None,292.06,0,0,1,Clear,sky is clear,5/20/2014,10:00:00 PM,1926
None,291.08,0,0,1,Mist,mist,5/20/2014,11:00:00 PM,2504
None,290.02,0,0,0,Mist,mist,5/21/2014,12:00:00 AM,851
None,289.51,0.25,0,1,Rain,light rain,5/21/2014,1:00:00 AM,474
None,289.51,0.25,0,1,Mist,mist,5/21/2014,1:00:00 AM,474
None,288.94,0,0,0,Clear,Sky is Clear,5/21/2014,2:00:00 AM,370
None,286.93,0,0,1,Clear,sky is clear,5/21/2014,4:00:00 AM,806
None,286.33,0,0,1,Clear,sky is clear,5/21/2014,5:00:00 AM,2971
None,284.85,0,0,1,Clear,sky is clear,5/21/2014,6:00:00 AM,5917
None,286.06,0,0,90,Clouds,overcast clouds,5/21/2014,7:00:00 AM,6671
None,286.15,0,0,75,Clouds,broken clouds,5/21/2014,8:00:00 AM,6161
None,286.6,0,0,90,Clouds,overcast clouds,5/21/2014,9:00:00 AM,5408
None,287.36,0,0,0,Clear,Sky is Clear,5/21/2014,10:00:00 AM,4584
None,287.27,0,0,75,Clouds,broken clouds,5/21/2014,11:00:00 AM,4878
None,288.9,0,0,75,Clouds,broken clouds,5/21/2014,12:00:00 PM,5004
None,289.66,0,0,75,Clouds,broken clouds,5/21/2014,1:00:00 PM,4979
None,289.79,0,0,24,Clouds,few clouds,5/21/2014,2:00:00 PM,5391
None,290.8,0,0,75,Clouds,broken clouds,5/21/2014,3:00:00 PM,5791
None,291.11,0,0,40,Clouds,scattered clouds,5/21/2014,4:00:00 PM,6701
None,291.28,0,0,1,Clear,sky is clear,5/21/2014,5:00:00 PM,6205
None,290.92,0,0,1,Clear,sky is clear,5/21/2014,6:00:00 PM,4636
None,290.77,0,0,0,Clear,Sky is Clear,5/21/2014,7:00:00 PM,3319
None,289.89,0,0,0,Clear,Sky is Clear,5/21/2014,8:00:00 PM,3034
None,287.94,0,0,1,Clear,sky is clear,5/21/2014,9:00:00 PM,2719
None,286.45,0,0,1,Clear,sky is clear,5/21/2014,10:00:00 PM,1879
None,285.26,0,0,1,Clear,sky is clear,5/21/2014,11:00:00 PM,1089
None,284.39,0,0,1,Clear,sky is clear,5/22/2014,12:00:00 AM,656
None,283.35,0,0,1,Clear,sky is clear,5/22/2014,1:00:00 AM,384
None,283.03,0,0,0,Clear,Sky is Clear,5/22/2014,2:00:00 AM,304
None,281.95,0,0,1,Clear,sky is clear,5/22/2014,3:00:00 AM,394
None,281.46,0,0,1,Clear,sky is clear,5/22/2014,4:00:00 AM,781
None,281.48,0,0,1,Clear,sky is clear,5/22/2014,5:00:00 AM,2944
None,281.52,0,0,1,Clear,sky is clear,5/22/2014,6:00:00 AM,5850
None,283.02,0,0,0,Clear,Sky is Clear,5/22/2014,7:00:00 AM,6547
None,283.15,0,0,1,Clear,sky is clear,5/22/2014,8:00:00 AM,6177
None,286.15,0,0,1,Clear,sky is clear,5/22/2014,9:00:00 AM,5290
None,287.4,0,0,75,Clouds,broken clouds,5/22/2014,10:00:00 AM,4676
None,287.66,0,0,40,Clouds,scattered clouds,5/22/2014,11:00:00 AM,4977
None,290.32,0,0,0,Clear,Sky is Clear,5/22/2014,12:00:00 PM,5032
None,290.9,0,0,1,Clear,sky is clear,5/22/2014,1:00:00 PM,5199
None,291.9,0,0,1,Clear,sky is clear,5/22/2014,2:00:00 PM,5509
None,292.27,0,0,1,Clear,sky is clear,5/22/2014,3:00:00 PM,6175
None,294.02,0,0,1,Clear,sky is clear,5/22/2014,4:00:00 PM,6413
None,294.44,0,0,1,Clear,sky is clear,5/22/2014,5:00:00 PM,6241
None,294.73,0,0,0,Clear,Sky is Clear,5/22/2014,6:00:00 PM,4914
None,294.15,0,0,1,Clear,sky is clear,5/22/2014,7:00:00 PM,3525
None,293.03,0,0,0,Clear,Sky is Clear,5/22/2014,8:00:00 PM,3270
None,290.76,0,0,1,Clear,sky is clear,5/22/2014,9:00:00 PM,2912
None,288.11,0,0,90,Haze,haze,5/22/2014,10:00:00 PM,2068
None,286.47,0,0,1,Clear,sky is clear,5/22/2014,11:00:00 PM,1255
None,285.3,0,0,1,Clear,sky is clear,5/23/2014,12:00:00 AM,662
None,284.07,0,0,1,Clear,sky is clear,5/23/2014,1:00:00 AM,413
None,283.42,0,0,1,Clear,sky is clear,5/23/2014,2:00:00 AM,302
None,283.38,0,0,0,Clear,Sky is Clear,5/23/2014,3:00:00 AM,378
None,282.58,0,0,1,Clear,sky is clear,5/23/2014,4:00:00 AM,701
None,281.76,0,0,1,Clear,sky is clear,5/23/2014,5:00:00 AM,2626
None,281.58,0,0,1,Clear,sky is clear,5/23/2014,6:00:00 AM,5409
None,285.12,0,0,0,Clear,Sky is Clear,5/23/2014,7:00:00 AM,6165
None,288.33,0,0,0,Clear,Sky is Clear,5/23/2014,8:00:00 AM,5556
None,290.86,0,0,1,Clear,sky is clear,5/23/2014,9:00:00 AM,4860
None,292.44,0,0,1,Clear,sky is clear,5/23/2014,10:00:00 AM,4798
None,293.86,0,0,1,Clear,sky is clear,5/23/2014,11:00:00 AM,5062
None,294.72,0,0,1,Clear,sky is clear,5/23/2014,12:00:00 PM,5461
None,295.78,0,0,0,Clear,Sky is Clear,5/23/2014,1:00:00 PM,5491
None,296.43,0,0,1,Clear,sky is clear,5/23/2014,2:00:00 PM,5849
None,296.86,0,0,1,Clear,sky is clear,5/23/2014,3:00:00 PM,5962
None,297.02,0,0,40,Clouds,scattered clouds,5/23/2014,4:00:00 PM,5941
None,297.77,0,0,40,Clouds,scattered clouds,5/23/2014,5:00:00 PM,5016
None,297.65,0,0,40,Clouds,scattered clouds,5/23/2014,6:00:00 PM,4325
None,297.07,0,0,0,Clear,Sky is Clear,5/23/2014,7:00:00 PM,3456
None,296.03,0,0,1,Clear,sky is clear,5/23/2014,8:00:00 PM,2974
None,293.52,0,0,1,Clear,sky is clear,5/23/2014,9:00:00 PM,2985
None,292.69,0,0,0,Clear,Sky is Clear,5/23/2014,10:00:00 PM,2672
None,290.37,0,0,0,Clear,Sky is Clear,5/23/2014,11:00:00 PM,2032
None,290.45,0,0,1,Clear,sky is clear,5/24/2014,12:00:00 AM,1161
None,289.86,0,0,8,Clear,sky is clear,5/24/2014,1:00:00 AM,755
None,289.54,0,0,8,Clear,sky is clear,5/24/2014,2:00:00 AM,720
None,289.2,0,0,8,Clear,sky is clear,5/24/2014,3:00:00 AM,431
None,288.85,0,0,8,Clear,sky is clear,5/24/2014,4:00:00 AM,360
None,288.28,0,0,8,Clear,sky is clear,5/24/2014,5:00:00 AM,751
None,288.57,0,0,24,Clouds,few clouds,5/24/2014,6:00:00 AM,1352
None,288.85,0,0,24,Clouds,few clouds,5/24/2014,7:00:00 AM,1754
None,290.48,0,0,40,Clouds,scattered clouds,5/24/2014,8:00:00 AM,2596
None,293.56,0,0,48,Clouds,scattered clouds,5/24/2014,9:00:00 AM,3476
None,294.9,0,0,1,Clear,sky is clear,5/24/2014,10:00:00 AM,3779
None,296.77,0,0,48,Clouds,scattered clouds,5/24/2014,11:00:00 AM,4116
None,297.4,0,0,76,Clouds,broken clouds,5/24/2014,12:00:00 PM,4137
None,298.51,0,0,76,Clouds,broken clouds,5/24/2014,1:00:00 PM,4198
None,298.51,0,0,1,Clear,sky is clear,5/24/2014,2:00:00 PM,4014
None,299.01,0,0,56,Clouds,broken clouds,5/24/2014,3:00:00 PM,3931
None,299.12,0,0,1,Clear,sky is clear,5/24/2014,4:00:00 PM,3973
None,299.73,0,0,1,Clear,sky is clear,5/24/2014,5:00:00 PM,3796
None,299.84,0,0,0,Clear,Sky is Clear,5/24/2014,6:00:00 PM,3494
None,299.18,0,0,0,Clear,Sky is Clear,5/24/2014,7:00:00 PM,3100
None,297.64,0,0,0,Clear,Sky is Clear,5/24/2014,8:00:00 PM,2807
None,295.69,0,0,0,Clear,Sky is Clear,5/24/2014,9:00:00 PM,2792
None,293.51,0,0,0,Clear,Sky is Clear,5/24/2014,10:00:00 PM,2771
None,292.21,0,0,0,Clear,Sky is Clear,5/24/2014,11:00:00 PM,2087
None,291.26,0,0,0,Clear,Sky is Clear,5/25/2014,12:00:00 AM,1287
None,289.92,0,0,0,Clear,Sky is Clear,5/25/2014,1:00:00 AM,740
None,289.55,0,0,1,Clear,sky is clear,5/25/2014,2:00:00 AM,695
None,288.92,0,0,0,Clear,Sky is Clear,5/25/2014,3:00:00 AM,307
None,288.18,0,0,1,Clear,sky is clear,5/25/2014,4:00:00 AM,299
None,287.11,0,0,1,Clear,sky is clear,5/25/2014,5:00:00 AM,459
None,287.07,0,0,20,Clouds,few clouds,5/25/2014,6:00:00 AM,829
None,288.39,0,0,20,Clouds,few clouds,5/25/2014,7:00:00 AM,1008
None,290.68,0,0,20,Clouds,few clouds,5/25/2014,8:00:00 AM,1655
None,293.82,0,0,20,Clouds,few clouds,5/25/2014,9:00:00 AM,2568
None,295.9,0,0,40,Clouds,scattered clouds,5/25/2014,10:00:00 AM,3168
None,297.75,0,0,75,Clouds,broken clouds,5/25/2014,11:00:00 AM,3348
None,298.86,0,0,90,Clouds,overcast clouds,5/25/2014,12:00:00 PM,3671
None,299.92,0,0,90,Clouds,overcast clouds,5/25/2014,1:00:00 PM,3724
None,299.78,0,0,90,Clouds,overcast clouds,5/25/2014,2:00:00 PM,3813
None,299.08,0,0,90,Clouds,overcast clouds,5/25/2014,3:00:00 PM,3717
None,299.02,0,0,90,Clouds,overcast clouds,5/25/2014,4:00:00 PM,3674
None,298.84,0,0,90,Clouds,overcast clouds,5/25/2014,5:00:00 PM,3213
None,298.42,0,0,90,Clouds,overcast clouds,5/25/2014,6:00:00 PM,2982
None,297.88,0,0,90,Clouds,overcast clouds,5/25/2014,7:00:00 PM,2661
None,297.03,0,0,90,Clouds,overcast clouds,5/25/2014,8:00:00 PM,2611
None,296.17,0,0,75,Clouds,broken clouds,5/25/2014,9:00:00 PM,2401
None,295.08,0,0,75,Clouds,broken clouds,5/25/2014,10:00:00 PM,2143
None,294.54,0,0,75,Clouds,broken clouds,5/25/2014,11:00:00 PM,1575
Memorial Day,294.31,0,0,40,Clouds,scattered clouds,5/26/2014,12:00:00 AM,967
None,293.63,0,0,75,Clouds,broken clouds,5/26/2014,1:00:00 AM,538
None,292.95,0,0,75,Clouds,broken clouds,5/26/2014,2:00:00 AM,449
None,292.4,0,0,75,Clouds,broken clouds,5/26/2014,3:00:00 AM,268
None,291.8,0,0,75,Clouds,broken clouds,5/26/2014,4:00:00 AM,285
None,291.26,0,0,75,Clouds,broken clouds,5/26/2014,5:00:00 AM,553
None,291.15,0,0,75,Clouds,broken clouds,5/26/2014,6:00:00 AM,899
None,291.57,0,0,75,Clouds,broken clouds,5/26/2014,7:00:00 AM,1011
None,293.96,0,0,75,Clouds,broken clouds,5/26/2014,8:00:00 AM,1292
None,295.64,0,0,75,Clouds,broken clouds,5/26/2014,9:00:00 AM,2048
None,297.88,0,0,75,Clouds,broken clouds,5/26/2014,10:00:00 AM,2588
None,299.45,0,0,75,Clouds,broken clouds,5/26/2014,11:00:00 AM,3313
None,300.63,0,0,75,Clouds,broken clouds,5/26/2014,12:00:00 PM,3676
None,301.05,0,0,75,Clouds,broken clouds,5/26/2014,1:00:00 PM,3562
None,300.82,0,0,90,Clouds,overcast clouds,5/26/2014,2:00:00 PM,3743
None,300.96,0,0,75,Clouds,broken clouds,5/26/2014,3:00:00 PM,3654
None,301.32,0,0,75,Clouds,broken clouds,5/26/2014,4:00:00 PM,3783
None,301.41,0,0,75,Clouds,broken clouds,5/26/2014,5:00:00 PM,3374
None,300.41,0,0,75,Clouds,broken clouds,5/26/2014,6:00:00 PM,3429
None,298.19,0.51,0,75,Rain,light rain,5/26/2014,7:00:00 PM,3061
None,296.3,4.32,0,75,Rain,heavy intensity rain,5/26/2014,8:00:00 PM,2735
None,294.93,4.66,0,90,Rain,heavy intensity rain,5/26/2014,9:00:00 PM,2397
None,294.13,2.08,0,90,Rain,moderate rain,5/26/2014,10:00:00 PM,1716
None,293.56,1.02,0,90,Rain,moderate rain,5/26/2014,11:00:00 PM,1007
None,293.26,2.16,0,90,Rain,moderate rain,5/27/2014,12:00:00 AM,536
None,293.14,2.2,0,90,Rain,moderate rain,5/27/2014,1:00:00 AM,345
None,292.58,3.12,0,90,Rain,moderate rain,5/27/2014,2:00:00 AM,245
None,292.47,1.53,0,90,Rain,moderate rain,5/27/2014,3:00:00 AM,317
None,292.31,1.85,0,90,Rain,moderate rain,5/27/2014,4:00:00 AM,741
None,291.97,0.3,0,90,Rain,light rain,5/27/2014,5:00:00 AM,2715
None,291.93,3.25,0,90,Rain,moderate rain,5/27/2014,6:00:00 AM,4674
None,292.25,1.9,0,90,Rain,moderate rain,5/27/2014,7:00:00 AM,6010
None,292.52,0.71,0,90,Rain,light rain,5/27/2014,8:00:00 AM,5644
None,292.89,0.51,0,90,Rain,light rain,5/27/2014,9:00:00 AM,5341
None,293.02,0,0,90,Clouds,overcast clouds,5/27/2014,10:00:00 AM,4355
None,293.11,12.45,0,90,Rain,heavy intensity rain,5/27/2014,11:00:00 AM,4549
None,293.4,0.25,0,90,Rain,light rain,5/27/2014,12:00:00 PM,4792
None,293.55,0.25,0,90,Rain,light rain,5/27/2014,1:00:00 PM,5001
None,293.75,0.89,0,90,Rain,light rain,5/27/2014,2:00:00 PM,5278
None,293.24,0.95,0,90,Rain,light rain,5/27/2014,3:00:00 PM,5823
None,293.08,0.51,0,90,Rain,light rain,5/27/2014,4:00:00 PM,6527
None,292.63,2.41,0,90,Rain,moderate rain,5/27/2014,5:00:00 PM,6537
None,292.69,0.44,0,75,Rain,light rain,5/27/2014,6:00:00 PM,4778
None,292.92,0.25,0,75,Rain,light rain,5/27/2014,7:00:00 PM,3224
None,292.14,0.25,0,75,Rain,light rain,5/27/2014,8:00:00 PM,2606
None,291.18,0.25,0,90,Rain,light rain,5/27/2014,9:00:00 PM,2413
None,290.64,0,0,75,Clouds,broken clouds,5/27/2014,10:00:00 PM,1627
None,289.8,0,0,75,Clouds,broken clouds,5/27/2014,11:00:00 PM,1072
None,289.14,0,0,20,Clouds,few clouds,5/28/2014,12:00:00 AM,578
None,288.57,0.51,0,40,Rain,light rain,5/28/2014,1:00:00 AM,363
None,288.12,0.51,0,40,Rain,light rain,5/28/2014,2:00:00 AM,281
None,287.91,0,0,90,Clouds,overcast clouds,5/28/2014,3:00:00 AM,389
None,287.65,0,0,75,Clouds,broken clouds,5/28/2014,4:00:00 AM,827
None,287.1,0,0,75,Clouds,broken clouds,5/28/2014,5:00:00 AM,2921
None,286.62,0.25,0,40,Rain,light rain,5/28/2014,6:00:00 AM,6031
None,287.16,0.25,0,40,Rain,light rain,5/28/2014,7:00:00 AM,6868
None,288.67,0.25,0,90,Rain,light rain,5/28/2014,8:00:00 AM,6217
None,291.05,0,0,1,Clear,sky is clear,5/28/2014,9:00:00 AM,5228
None,293.59,0,0,20,Clouds,few clouds,5/28/2014,10:00:00 AM,4586
None,295.54,0,0,20,Clouds,few clouds,5/28/2014,11:00:00 AM,4944
